fk_parcel_id,varnish_type,run_number,varnish_amount_kg,solvent_amount_kg,run_status,run_date
17655,---,2,1057,315,1,2022-12-11
17655,---,3,1451,109,1,2022-12-13
17655,---,4,742,243,1,2022-12-15
17656,---,1,1374,239,1,2022-12-09
17656,---,2,253,351,1,2022-12-12
17656,---,3,88,132,1,2022-12-13
17656,---,4,1349,328,1,2022-12-14
17657,---,1,421,243,1,2022-12-10
17657,---,2,109,113,1,2022-12-13
17657,---,3,107,165,1,2022-12-14
17657,---,4,1054,317,1,2022-12-17
17658,---,1,280,198,1,2022-12-10
17658,---,2,372,93,1,2022-12-12
17658,---,3,133,160,1,2022-12-13
17658,---,4,1460,108,1,2022-12-14
17659,---,1,431,179,1,2022-12-10
17659,---,2,878,135,1,2022-12-12
17659,---,3,774,337,1,2022-12-13
17659,---,4,1331,88,1,2022-12-14
17660,---,1,628,1,1,2022-12-10
17660,---,2,329,207,1,2022-12-12
17660,---,3,378,237,1,2022-12-13
17660,---,4,773,445,1,2022-12-16
17661,---,1,1106,400,1,2022-12-11
17661,---,2,984,181,1,2022-12-13
17661,---,3,583,435,1,2022-12-17
17661,---,4,866,358,1,2022-12-18
17662,---,1,541,33,1,2022-12-11
17662,---,2,682,277,1,2022-12-12
17662,---,3,1358,324,1,2022-12-13
17662,---,4,406,111,1,2022-12-15
17663,---,1,27,122,1,2022-12-12
17663,---,2,760,63,1,2022-12-13
17663,---,3,1377,55,1,2022-12-16
17663,---,4,1224,69,1,2022-12-20
17664,---,1,417,309,1,2022-12-14
17664,---,2,994,427,1,2022-12-15
17664,---,3,191,61,1,2022-12-16
17664,---,4,286,427,1,2022-12-18
17665,---,1,340,250,1,2022-12-15
17665,---,2,1261,183,1,2022-12-17
17665,---,3,531,5,1,2022-12-19
17665,---,4,519,354,1,2022-12-21
17666,---,1,713,379,1,2022-12-16
17666,---,2,1020,471,1,2022-12-19
17666,---,3,1327,398,1,2022-12-22
17666,---,4,1108,378,1,2022-12-23
17667,---,1,1109,479,1,2022-12-08
17667,---,2,1423,461,1,2022-12-09
17667,---,3,1166,284,1,2022-12-10
17667,---,4,275,32,1,2022-12-11
17668,---,1,933,93,1,2022-12-08
17668,---,2,1434,178,1,2022-12-09
17668,---,3,989,379,1,2022-12-13
17668,---,4,360,478,1,2022-12-14
17669,---,1,15,489,1,2022-12-10
17669,---,2,1070,424,1,2022-12-12
17669,---,3,454,472,1,2022-12-15
17669,---,4,447,161,1,2022-12-18
17670,---,1,589,120,1,2022-12-10
17670,---,2,1288,184,1,2022-12-11
17670,---,3,131,191,1,2022-12-13
17670,---,4,300,10,1,2022-12-16
17671,---,1,313,228,1,2022-12-10
17671,---,2,286,366,1,2022-12-12
17671,---,3,291,71,1,2022-12-15
17671,---,4,1284,25,1,2022-12-18
17672,---,1,1310,325,1,2022-12-10
17672,---,2,259,125,1,2022-12-11
17672,---,3,688,183,1,2022-12-12
17672,---,4,1243,473,1,2022-12-13
17673,---,1,1444,25,1,2022-12-12
17673,---,2,846,36,1,2022-12-14
17673,---,3,862,247,1,2022-12-15
17673,---,4,753,389,1,2022-12-17
17674,---,1,298,349,1,2022-12-08
17674,---,2,1074,103,1,2022-12-10
17674,---,3,700,241,1,2022-12-13
17674,---,4,338,438,1,2022-12-15
17675,---,1,1410,83,1,2022-12-10
17675,---,2,35,379,1,2022-12-11
17675,---,3,240,210,1,2022-12-12
17675,---,4,1000,176,1,2022-12-15
17676,---,1,1363,160,1,2022-12-10
17676,---,2,63,454,1,2022-12-11
17676,---,3,797,483,1,2022-12-12
17676,---,4,1407,476,1,2022-12-14
17677,---,1,167,177,1,2022-12-11
17677,---,2,1164,248,1,2022-12-14
17677,---,3,870,49,1,2022-12-16
17677,---,4,849,10,1,2022-12-19
17678,---,1,79,38,1,2022-12-11
17678,---,2,48,487,1,2022-12-13
17678,---,3,1078,144,1,2022-12-15
17678,---,4,759,91,1,2022-12-16
17679,---,1,1244,323,1,2022-12-11
17679,---,2,13,135,1,2022-12-13
17679,---,3,1494,220,1,2022-12-16
17679,---,4,674,472,1,2022-12-19
17680,---,1,370,260,1,2022-12-11
17680,---,2,1319,115,1,2022-12-14
17680,---,3,547,23,1,2022-12-17
17680,---,4,196,115,1,2022-12-20
17681,---,1,328,468,1,2022-12-12
17681,---,2,96,243,1,2022-12-13
17681,---,3,1062,484,1,2022-12-15
17681,---,4,1024,75,1,2022-12-16
17682,---,1,168,289,1,2022-12-13
17682,---,2,523,75,1,2022-12-14
17682,---,3,867,416,1,2022-12-15
17682,---,4,332,420,1,2022-12-19
17683,---,1,1269,312,1,2022-12-13
17683,---,2,1328,43,1,2022-12-15
17683,---,3,869,483,1,2022-12-16
17683,---,4,528,78,1,2022-12-18
17684,---,1,1299,164,1,2022-12-15
17684,---,2,859,247,1,2022-12-18
17684,---,3,540,310,1,2022-12-20
17684,---,4,383,113,1,2022-12-22
17685,---,1,331,479,1,2022-12-15
17685,---,2,202,70,1,2022-12-17
17685,---,3,700,469,1,2022-12-19
17685,---,4,918,275,1,2022-12-20
17701,---,1,449,117,1,2022-12-08
17701,---,2,883,182,1,2022-12-09
17701,---,3,259,35,1,2022-12-13
17701,---,4,90,153,1,2022-12-14
17702,---,1,746,42,1,2022-12-08
17702,---,2,215,137,1,2022-12-11
17702,---,3,738,397,1,2022-12-12
17702,---,4,1001,346,1,2022-12-15
17703,---,1,1105,285,1,2022-12-08
17703,---,2,871,447,1,2022-12-09
17703,---,3,495,369,1,2022-12-11
17703,---,4,814,130,1,2022-12-12
17704,---,1,113,437,1,2022-12-09
17704,---,2,112,120,1,2022-12-11
17704,---,3,1393,226,1,2022-12-12
17704,---,4,343,243,1,2022-12-13
17705,---,1,1129,414,1,2022-12-09
17705,---,2,1356,177,1,2022-12-12
17705,---,3,856,500,1,2022-12-15
17705,---,4,127,437,1,2022-12-16
17706,---,1,360,144,1,2022-12-11
17706,---,2,170,180,1,2022-12-12
17706,---,3,456,436,1,2022-12-13
17706,---,4,336,378,1,2022-12-17
17707,---,1,1441,263,1,2022-12-12
17707,---,2,104,295,1,2022-12-14
17707,---,3,131,30,1,2022-12-15
17707,---,4,1398,136,1,2022-12-16
17708,---,1,634,329,1,2022-12-12
17708,---,2,1317,427,1,2022-12-16
17708,---,3,284,78,1,2022-12-18
17708,---,4,410,397,1,2022-12-19
17709,---,1,767,66,1,2022-12-14
17709,---,2,331,261,1,2022-12-15
17709,---,3,489,120,1,2022-12-16
17709,---,4,851,70,1,2022-12-17
17710,---,1,537,368,1,2022-12-15
17710,---,2,325,157,1,2022-12-16
17710,---,3,25,481,1,2022-12-17
17710,---,4,1042,291,1,2022-12-19
17711,---,1,305,427,1,2022-12-15
17711,---,2,771,305,1,2022-12-16
17711,---,3,339,106,1,2022-12-17
17711,---,4,1092,371,1,2022-12-20
17712,---,1,1372,294,1,2022-12-16
17712,---,2,1125,485,1,2022-12-18
17712,---,3,560,28,1,2022-12-20
17712,---,4,1165,365,1,2022-12-21
17713,---,1,1368,97,1,2022-12-16
17713,---,2,377,468,1,2022-12-17
17713,---,3,638,64,1,2022-12-19
17713,---,4,1306,377,1,2022-12-21
17714,---,1,155,389,1,2022-12-17
17714,---,2,1027,272,1,2022-12-19
17714,---,3,795,277,1,2022-12-22
17714,---,4,626,366,1,2022-12-23
17715,---,1,447,88,1,2022-12-17
17715,---,2,357,429,1,2022-12-21
17715,---,3,560,234,1,2022-12-22
17715,---,4,297,272,1,2022-12-25
17716,---,1,655,497,1,2022-12-19
17716,---,2,1453,448,1,2022-12-21
17716,---,3,1170,205,1,2022-12-25
17716,---,4,975,222,1,2022-12-26
17717,---,1,464,433,1,2022-12-19
17717,---,2,1349,328,1,2022-12-21
17717,---,3,1472,189,1,2022-12-22
17717,---,4,654,142,1,2022-12-23
17718,---,1,223,305,1,2022-12-19
17718,---,2,216,237,1,2022-12-22
17718,---,3,335,155,1,2022-12-23
17718,---,4,757,500,1,2022-12-25
17719,---,1,816,290,1,2022-12-20
17719,---,2,106,439,1,2022-12-22
17719,---,3,501,218,1,2022-12-23
17719,---,4,1089,308,1,2022-12-25
17720,---,1,583,446,1,2022-12-20
17720,---,2,1038,158,1,2022-12-21
17720,---,3,872,88,1,2022-12-23
17720,---,4,721,330,1,2022-12-24
17721,---,1,293,150,1,2022-12-21
17721,---,2,1007,457,1,2022-12-23
17721,---,3,470,495,1,2022-12-26
17721,---,4,1266,402,1,2022-12-29
17722,---,1,347,144,1,2022-12-22
17722,---,2,54,35,1,2022-12-23
17722,---,3,1275,55,1,2022-12-24
17722,---,4,279,143,1,2022-12-25
17723,---,1,376,143,1,2022-12-08
17723,---,2,577,496,1,2022-12-09
17723,---,3,1327,194,1,2022-12-10
17723,---,4,692,204,1,2022-12-11
17724,---,1,157,381,1,2022-12-08
17724,---,2,1442,199,1,2022-12-09
17724,---,3,1403,50,1,2022-12-12
17724,---,4,1377,226,1,2022-12-13
17725,---,1,312,77,1,2022-12-08
17725,---,2,76,154,1,2022-12-11
17725,---,3,501,494,1,2022-12-13
17725,---,4,813,464,1,2022-12-14
17726,---,1,562,26,1,2022-12-08
17726,---,2,1448,456,1,2022-12-11
17726,---,3,30,394,1,2022-12-13
17726,---,4,105,21,1,2022-12-15
17727,---,1,1254,212,1,2022-12-10
17727,---,2,1080,288,1,2022-12-11
17727,---,3,272,67,1,2022-12-12
17727,---,4,1297,136,1,2022-12-14
17728,---,1,1232,93,1,2022-12-10
17728,---,2,47,490,1,2022-12-12
17728,---,3,566,410,1,2022-12-15
17728,---,4,975,65,1,2022-12-16
17729,---,1,91,155,1,2022-12-13
17729,---,2,1243,266,1,2022-12-14
17729,---,3,1217,459,1,2022-12-15
17729,---,4,307,70,1,2022-12-16
17730,---,1,607,8,1,2022-12-13
17730,---,2,1213,44,1,2022-12-15
17730,---,3,818,453,1,2022-12-18
17730,---,4,1056,37,1,2022-12-20
17731,---,1,194,95,1,2022-12-14
17731,---,2,254,444,1,2022-12-15
17731,---,3,42,491,1,2022-12-16
17731,---,4,923,346,1,2022-12-17
17732,---,1,572,343,1,2022-12-14
17732,---,2,26,435,1,2022-12-15
17732,---,3,1185,184,1,2022-12-16
17732,---,4,1113,206,1,2022-12-17
17733,---,1,705,146,1,2022-12-14
17733,---,2,345,348,1,2022-12-15
17733,---,3,1389,64,1,2022-12-16
17733,---,4,425,282,1,2022-12-20
17734,---,1,1296,238,1,2022-12-14
17734,---,2,1460,470,1,2022-12-16
17734,---,3,1118,288,1,2022-12-17
17734,---,4,623,114,1,2022-12-18
17735,---,1,115,454,1,2022-12-14
17735,---,2,1125,265,1,2022-12-18
17735,---,3,787,125,1,2022-12-20
17735,---,4,86,203,1,2022-12-21
17736,---,1,1247,419,1,2022-12-16
17736,---,2,923,282,1,2022-12-18
17736,---,3,1246,102,1,2022-12-19
17736,---,4,1370,5,1,2022-12-21
17737,---,1,352,259,1,2022-12-16
17737,---,2,1050,296,1,2022-12-17
17737,---,3,165,80,1,2022-12-18
17737,---,4,1360,274,1,2022-12-19
17738,---,1,52,43,1,2022-12-16
17738,---,2,1472,324,1,2022-12-18
17738,---,3,328,142,1,2022-12-19
17738,---,4,639,425,1,2022-12-21
17739,---,1,918,221,1,2022-12-18
17739,---,2,997,176,1,2022-12-19
17739,---,3,375,371,1,2022-12-21
17739,---,4,1065,402,1,2022-12-24
17740,---,1,204,209,1,2022-12-20
17740,---,2,190,157,1,2022-12-21
17740,---,3,529,356,1,2022-12-23
17740,---,4,17,396,1,2022-12-24
17741,---,1,685,470,1,2022-12-20
17741,---,2,1470,206,1,2022-12-23
17741,---,3,213,276,1,2022-12-24
17741,---,4,694,117,1,2022-12-25
17742,---,1,1309,174,1,2022-12-20
17742,---,2,26,376,1,2022-12-21
17742,---,3,744,244,1,2022-12-23
17742,---,4,1196,245,1,2022-12-24
17743,---,1,335,278,1,2022-12-21
17743,---,2,40,297,1,2022-12-22
17743,---,3,895,438,1,2022-12-23
17743,---,4,300,17,1,2022-12-24
17744,---,1,379,333,1,2022-12-23
17744,---,2,791,498,1,2022-12-24
17744,---,3,558,142,1,2022-12-25
17744,---,4,1351,70,1,2022-12-26
17745,---,1,1080,239,1,2022-12-24
17745,---,2,1257,367,1,2022-12-25
17745,---,3,138,238,1,2022-12-28
17745,---,4,1007,403,1,2022-12-30
17746,---,1,995,437,1,2022-12-27
17746,---,2,87,387,1,2022-12-28
17746,---,3,907,24,1,2022-12-29
17746,---,4,1265,384,1,2023-01-01
17747,---,1,264,56,1,2022-12-08
17747,---,2,986,38,1,2022-12-12
17747,---,3,782,412,1,2022-12-14
17747,---,4,65,17,1,2022-12-15
17748,---,1,687,92,1,2022-12-09
17748,---,2,418,390,1,2022-12-11
17748,---,3,1224,321,1,2022-12-12
17748,---,4,662,231,1,2022-12-13
17749,---,1,1143,436,1,2022-12-11
17749,---,2,17,499,1,2022-12-12
17749,---,3,525,41,1,2022-12-13
17749,---,4,533,176,1,2022-12-15
17750,---,1,715,414,1,2022-12-13
17750,---,2,56,46,1,2022-12-16
17750,---,3,376,394,1,2022-12-18
17750,---,4,878,19,1,2022-12-21
17751,---,1,1155,492,1,2022-12-13
17751,---,2,204,299,1,2022-12-14
17751,---,3,1290,38,1,2022-12-16
17751,---,4,61,312,1,2022-12-18
17752,---,1,437,166,1,2022-12-15
17752,---,2,254,28,1,2022-12-17
17752,---,3,1075,178,1,2022-12-19
17752,---,4,1123,148,1,2022-12-20
17753,---,1,489,213,1,2022-12-16
17753,---,2,520,154,1,2022-12-20
17753,---,3,1062,271,1,2022-12-23
17753,---,4,63,66,1,2022-12-25
17754,---,1,894,305,1,2022-12-16
17754,---,2,225,186,1,2022-12-19
17754,---,3,1471,277,1,2022-12-20
17754,---,4,708,77,1,2022-12-21
17755,---,1,374,257,1,2022-12-16
17755,---,2,435,395,1,2022-12-18
17755,---,3,299,328,1,2022-12-19
17755,---,4,1287,368,1,2022-12-21
17756,---,1,901,32,1,2022-12-16
17756,---,2,1412,272,1,2022-12-19
17756,---,3,386,17,1,2022-12-21
17756,---,4,1372,372,1,2022-12-22
17757,---,1,1447,50,1,2022-12-17
17757,---,2,1051,285,1,2022-12-19
17757,---,3,739,130,1,2022-12-21
17757,---,4,393,472,1,2022-12-25
17758,---,1,315,201,1,2022-12-20
17758,---,2,763,410,1,2022-12-21
17758,---,3,119,173,1,2022-12-24
17758,---,4,1025,63,1,2022-12-28
17759,---,1,708,288,1,2022-12-22
17759,---,2,1431,282,1,2022-12-24
17759,---,3,750,65,1,2022-12-26
17759,---,4,566,222,1,2022-12-27
17760,---,1,316,82,1,2022-12-23
17760,---,2,723,432,1,2022-12-25
17760,---,3,736,323,1,2022-12-27
17760,---,4,1056,9,1,2022-12-28
17761,---,1,182,139,1,2022-12-25
17761,---,2,1074,151,1,2022-12-26
17761,---,3,610,87,1,2022-12-28
17761,---,4,541,343,1,2022-12-29
17762,---,1,724,139,1,2022-12-28
17762,---,2,414,303,1,2022-12-29
17762,---,3,579,168,1,2022-12-31
17762,---,4,693,158,1,2023-01-03
17763,---,1,1018,283,1,2022-12-28
17763,---,2,148,379,1,2022-12-29
17763,---,3,716,68,1,2022-12-30
17763,---,4,464,239,1,2022-12-31
17764,---,1,956,106,1,2022-12-29
17764,---,2,1437,53,1,2022-12-31
17764,---,3,889,250,1,2023-01-02
17764,---,4,1490,368,1,2023-01-03
17765,---,1,1024,400,1,2022-12-29
17765,---,2,730,51,1,2022-12-30
17765,---,3,1312,344,1,2022-12-31
17765,---,4,1066,462,1,2023-01-01
17766,---,1,1408,490,1,2022-12-29
17766,---,2,247,426,1,2022-12-31
17766,---,3,1228,50,1,2023-01-01
17766,---,4,106,169,1,2023-01-02
17767,---,1,1083,26,1,2022-12-08
17767,---,2,733,205,1,2022-12-09
17767,---,3,1016,181,1,2022-12-12
17767,---,4,401,322,1,2022-12-13
17768,---,1,515,243,1,2022-12-08
17768,---,2,1083,11,1,2022-12-12
17768,---,3,347,169,1,2022-12-13
17768,---,4,1351,426,1,2022-12-16
17769,---,1,348,476,1,2022-12-11
17769,---,2,589,187,1,2022-12-13
17769,---,3,1102,304,1,2022-12-14
17769,---,4,252,412,1,2022-12-15
17770,---,1,353,227,1,2022-12-11
17770,---,2,275,60,1,2022-12-13
17770,---,3,757,206,1,2022-12-15
17770,---,4,150,68,1,2022-12-17
17771,---,1,705,324,1,2022-12-11
17771,---,2,445,381,1,2022-12-12
17771,---,3,627,492,1,2022-12-15
17771,---,4,889,211,1,2022-12-16
17772,---,1,260,373,1,2022-12-11
17772,---,2,987,401,1,2022-12-15
17772,---,3,722,470,1,2022-12-17
17772,---,4,1453,196,1,2022-12-21
17773,---,1,295,446,1,2022-12-11
17773,---,2,966,457,1,2022-12-12
17773,---,3,1464,273,1,2022-12-15
17773,---,4,724,305,1,2022-12-16
17774,---,1,370,345,1,2022-12-13
17774,---,2,1450,414,1,2022-12-14
17774,---,3,557,395,1,2022-12-15
17774,---,4,52,371,1,2022-12-16
17775,---,1,515,383,1,2022-12-13
17775,---,2,635,456,1,2022-12-16
17775,---,3,1330,465,1,2022-12-18
17775,---,4,260,425,1,2022-12-20
17776,---,1,1152,110,1,2022-12-13
17776,---,2,1277,495,1,2022-12-14
17776,---,3,198,4,1,2022-12-16
17776,---,4,1288,201,1,2022-12-19
17777,---,1,22,26,1,2022-12-13
17777,---,2,1484,417,1,2022-12-15
17777,---,3,1152,251,1,2022-12-17
17777,---,4,1145,480,1,2022-12-19
17778,---,1,470,437,1,2022-12-13
17778,---,2,1335,44,1,2022-12-14
17778,---,3,599,165,1,2022-12-16
17778,---,4,652,103,1,2022-12-18
17779,---,1,915,75,1,2022-12-13
17779,---,2,148,106,1,2022-12-15
17779,---,3,567,3,1,2022-12-17
17779,---,4,1079,247,1,2022-12-18
17780,---,1,715,312,1,2022-12-14
17780,---,2,1064,151,1,2022-12-15
17780,---,3,525,393,1,2022-12-16
17780,---,4,1181,409,1,2022-12-18
17781,---,1,236,261,1,2022-12-16
17781,---,2,323,214,1,2022-12-17
17781,---,3,958,53,1,2022-12-20
17781,---,4,376,362,1,2022-12-23
17782,---,1,351,394,1,2022-12-17
17782,---,2,941,136,1,2022-12-18
17782,---,3,1393,391,1,2022-12-19
17782,---,4,1323,100,1,2022-12-21
17783,---,1,813,104,1,2022-12-18
17783,---,2,32,151,1,2022-12-19
17783,---,3,1291,386,1,2022-12-20
17783,---,4,1384,33,1,2022-12-22
17784,---,1,693,496,1,2022-12-18
17784,---,2,1061,360,1,2022-12-19
17784,---,3,770,43,1,2022-12-21
17784,---,4,543,66,1,2022-12-23
17785,---,1,1289,354,1,2022-12-18
17785,---,2,81,402,1,2022-12-19
17785,---,3,423,283,1,2022-12-21
17785,---,4,1340,156,1,2022-12-23
17786,---,1,1371,39,1,2022-12-18
17786,---,2,1423,472,1,2022-12-19
17786,---,3,124,175,1,2022-12-20
17786,---,4,508,168,1,2022-12-21
17787,---,1,412,403,1,2022-12-08
17787,---,2,754,230,1,2022-12-09
17787,---,3,679,276,1,2022-12-10
17787,---,4,165,367,1,2022-12-11
17788,---,1,537,76,1,2022-12-08
17788,---,2,689,71,1,2022-12-09
17788,---,3,1344,157,1,2022-12-10
17788,---,4,1305,251,1,2022-12-12
17789,---,1,859,406,1,2022-12-09
17789,---,2,646,146,1,2022-12-10
17789,---,3,1128,328,1,2022-12-11
17789,---,4,1046,459,1,2022-12-12
17790,---,1,118,472,1,2022-12-09
17790,---,2,994,457,1,2022-12-10
17790,---,3,1383,9,1,2022-12-12
17790,---,4,132,387,1,2022-12-14
17791,---,1,788,156,1,2022-12-11
17791,---,2,223,344,1,2022-12-12
17791,---,3,1026,288,1,2022-12-15
17791,---,4,1410,140,1,2022-12-17
17792,---,1,1436,33,1,2022-12-11
17792,---,2,679,301,1,2022-12-12
17792,---,3,731,478,1,2022-12-13
17792,---,4,285,84,1,2022-12-14
17793,---,1,116,70,1,2022-12-11
17793,---,2,702,232,1,2022-12-12
17793,---,3,292,333,1,2022-12-13
17793,---,4,273,315,1,2022-12-14
17794,---,1,428,334,1,2022-12-11
17794,---,2,48,174,1,2022-12-14
17794,---,3,1091,401,1,2022-12-15
17794,---,4,13,336,1,2022-12-18
17795,---,1,1214,477,1,2022-12-12
17795,---,2,1183,60,1,2022-12-13
17795,---,3,645,440,1,2022-12-15
17795,---,4,1320,312,1,2022-12-19
17796,---,1,1036,418,1,2022-12-13
17796,---,2,1425,43,1,2022-12-15
17796,---,3,1262,408,1,2022-12-16
17796,---,4,1330,96,1,2022-12-17
17797,---,1,464,108,1,2022-12-13
17797,---,2,1458,88,1,2022-12-14
17797,---,3,10,17,1,2022-12-16
17797,---,4,302,292,1,2022-12-17
17798,---,1,1494,198,1,2022-12-15
17798,---,2,329,447,1,2022-12-16
17798,---,3,1201,10,1,2022-12-17
17798,---,4,518,39,1,2022-12-18
17799,---,1,997,136,1,2022-12-17
17799,---,2,687,37,1,2022-12-19
17799,---,3,564,453,1,2022-12-20
17799,---,4,52,440,1,2022-12-22
17800,---,1,901,20,1,2022-12-17
17800,---,2,344,114,1,2022-12-19
17800,---,3,701,368,1,2022-12-22
17800,---,4,943,196,1,2022-12-23
17801,---,1,1098,248,1,2022-12-18
17801,---,2,1123,422,1,2022-12-21
17801,---,3,955,450,1,2022-12-22
17801,---,4,534,80,1,2022-12-24
17802,---,1,1428,260,1,2022-12-20
17802,---,2,532,29,1,2022-12-21
17802,---,3,228,118,1,2022-12-23
17802,---,4,891,37,1,2022-12-26
17803,---,1,1210,241,1,2022-12-20
17803,---,2,269,208,1,2022-12-21
17803,---,3,945,226,1,2022-12-25
17803,---,4,695,64,1,2022-12-27
17804,---,1,244,253,1,2022-12-20
17804,---,2,58,289,1,2022-12-22
17804,---,3,1377,66,1,2022-12-23
17804,---,4,667,94,1,2022-12-25
17805,---,1,185,124,1,2022-12-20
17805,---,2,696,70,1,2022-12-21
17805,---,3,512,408,1,2022-12-22
17805,---,4,190,382,1,2022-12-23
17806,---,1,1077,295,1,2022-12-20
17806,---,2,1297,478,1,2022-12-21
17806,---,3,1385,314,1,2022-12-22
17806,---,4,1031,312,1,2022-12-24
17807,---,1,810,335,1,2022-12-21
17807,---,2,1313,138,1,2022-12-24
17807,---,3,1163,93,1,2022-12-26
17807,---,4,1313,477,1,2022-12-27
17808,---,1,1297,400,1,2022-12-21
17808,---,2,804,377,1,2022-12-24
17808,---,3,1309,456,1,2022-12-27
17808,---,4,604,265,1,2022-12-28
17809,---,1,1414,140,1,2022-12-24
17809,---,2,150,274,1,2022-12-25
17809,---,3,937,117,1,2022-12-26
17809,---,4,949,66,1,2022-12-29
17810,---,1,824,37,1,2022-12-24
17810,---,2,812,487,1,2022-12-26
17810,---,3,501,9,1,2022-12-30
17810,---,4,788,442,1,2022-12-31
17811,PL1014-59,1,716,87,1,2022-12-05
17811,818062,2,572,59,1,2022-12-08
17811,818062,3,972,392,1,2022-12-11
17812,PL1014-59,1,798,351,1,2022-12-08
17812,818062,2,454,471,1,2022-12-10
17812,818062,3,875,413,1,2022-12-11
17813,PL1014-59,1,815,484,1,2022-12-08
17813,818062,2,417,391,1,2022-12-09
17813,818062,3,1060,192,1,2022-12-10
17814,PL1014-59,1,523,12,1,2022-12-10
17814,818062,2,312,300,1,2022-12-11
17814,818062,3,1141,364,1,2022-12-13
17815,PL1014-59,1,977,20,1,2022-12-11
17815,818062,2,772,240,1,2022-12-13
17815,818062,3,562,426,1,2022-12-14
17816,PL1014-59,1,390,102,1,2022-12-13
17816,818062,2,246,160,1,2022-12-14
17816,818062,3,279,483,1,2022-12-16
17817,PL1014-59,1,549,367,1,2022-12-13
17817,818062,2,672,283,1,2022-12-15
17817,818062,3,486,240,1,2022-12-17
17818,PL1014-59,1,704,269,1,2022-12-13
17818,818062,2,759,320,1,2022-12-15
17818,818062,3,105,48,1,2022-12-17
17819,PL1014-59,1,854,303,1,2022-12-13
17819,818062,2,114,491,1,2022-12-14
17819,818062,3,472,80,1,2022-12-16
17820,PL1014-59,1,959,267,1,2022-12-16
17820,818062,2,1378,388,1,2022-12-18
17820,818062,3,355,458,1,2022-12-19
17821,PL1014-59,1,774,312,1,2022-12-17
17821,818062,2,408,67,1,2022-12-20
17821,818062,3,369,450,1,2022-12-23
17822,PL1014-59,1,28,5,1,2022-12-19
17822,818062,2,121,15,1,2022-12-22
17822,818062,3,628,409,1,2022-12-24
17823,PL1014-59,1,580,3,1,2022-12-20
17823,818062,2,557,166,1,2022-12-23
17823,818062,3,202,36,1,2022-12-24
17824,PL1014-59,1,1266,153,1,2022-12-20
17824,818062,2,292,247,1,2022-12-22
17824,818062,3,160,398,1,2022-12-23
17825,PL1014-59,1,321,377,1,2022-12-20
17825,818062,2,817,193,1,2022-12-22
17825,818062,3,1370,19,1,2022-12-23
17826,PL1014-59,1,1374,174,1,2022-12-21
17826,818062,2,737,370,1,2022-12-22
17826,818062,3,1162,75,1,2022-12-24
17827,PL1014-59,1,1466,192,1,2022-12-24
17827,818062,2,1203,37,1,2022-12-26
17827,818062,3,629,163,1,2022-12-27
17828,PL1014-59,1,1164,36,1,2022-12-24
17828,818062,2,391,369,1,2022-12-26
17828,818062,3,1305,131,1,2022-12-29
17829,PL1014-59,1,249,169,1,2022-12-24
17829,818062,2,275,2,1,2022-12-26
17829,818062,3,785,130,1,2022-12-27
17830,PL1014-59,1,20,54,1,2022-12-05
17830,819059,2,1337,305,1,2022-12-07
17830,816733,3,939,259,1,2022-12-08
17831,PL1014-59,1,79,432,1,2022-12-05
17831,819059,2,1245,375,1,2022-12-09
17831,816733,3,1492,74,1,2022-12-11
17832,PL1014-59,1,1365,399,1,2022-12-05
17832,819059,2,547,265,1,2022-12-06
17832,816733,3,293,486,1,2022-12-08
17833,PL1014-59,1,1486,305,1,2022-12-05
17833,819059,2,164,283,1,2022-12-06
17833,816733,3,704,434,1,2022-12-07
17834,PL1014-59,1,813,376,1,2022-12-06
17834,819059,2,249,304,1,2022-12-09
17834,816733,3,531,25,1,2022-12-12
17835,PL1014-59,1,191,191,1,2022-12-07
17835,819059,2,1302,370,1,2022-12-08
17835,816733,3,711,98,1,2022-12-09
17836,PL1014-59,1,1500,357,1,2022-12-09
17836,819059,2,707,318,1,2022-12-10
17836,816733,3,494,415,1,2022-12-11
17837,PL1014-59,1,285,378,1,2022-12-10
17837,819059,2,1371,354,1,2022-12-11
17837,816733,3,726,249,1,2022-12-12
17838,PL1014-59,1,59,33,1,2022-12-10
17838,819059,2,880,35,1,2022-12-13
17838,816733,3,1357,69,1,2022-12-14
17839,PL1014-59,1,808,301,1,2022-12-10
17839,819059,2,614,104,1,2022-12-13
17839,816733,3,961,181,1,2022-12-14
17840,PL1014-59,1,508,419,1,2022-12-10
17840,819059,2,455,124,1,2022-12-12
17840,816733,3,1261,101,1,2022-12-13
17841,PL1014-59,1,995,270,1,2022-12-10
17841,819059,2,997,324,1,2022-12-12
17841,816733,3,896,105,1,2022-12-13
17842,PL1014-59,1,293,275,1,2022-12-11
17842,819059,2,839,450,1,2022-12-13
17842,816733,3,51,23,1,2022-12-14
17843,PL1014-59,1,905,126,1,2022-12-12
17843,819059,2,1120,198,1,2022-12-14
17843,816733,3,406,47,1,2022-12-15
17844,PL1014-59,1,55,405,1,2022-12-12
17844,819059,2,1190,89,1,2022-12-13
17844,816733,3,656,278,1,2022-12-14
17859,PL1019-34,1,650,40,1,2022-12-04
17859,DE4488-3LV,2,98,38,1,2022-12-06
17859,DE5449-4,3,1082,312,1,2022-12-07
17860,PL1019-34,1,335,67,1,2022-12-04
17860,DE4488-3LV,2,118,437,1,2022-12-06
17860,DE5449-4,3,424,51,1,2022-12-08
17861,PL1019-34,1,310,400,1,2022-12-06
