product_id,product_name,nomenclature_1c,end_product,1c_code,cutting_format,cutting_format_1c,cutting_code_1c,cut_type,pallet,qt_per_parcel,specification,varnishing_type,varnishing_1,varnishing_2,varnishing_3,varnishing_4,varnishing_type_1c,varnishing_code_1c,sap_code,coil,ic_codes_for_coils,for_barcode
129,"0,155x821x926 TTT BLANK",T-821-926-155TH550F2828-TTT,Body 73\70-78,UA0002522,"0,155x821x926 TTT BLANK",T-821-926-155TH550F2828-TTT,UA0002522,ПРЯМ,900х771,1700.0,---,---,---,---,---,---,---,---,,,,0.155-821-926-TH550-F2828-TTT
130,"0,17x959x901 TTT BLANK",M-959-901-170TH550F2828-TTT,"OT73 0,17 ",UA0002528,"0,17x959x901 2,8/2,8 TH550",M-959-901-170TH550F2828-TTT,UA0002528,СКРОЛЛ,920х935,1500.0,---,---,---,---,---,---,---,---,,,,0.17-959-901-TH550-F2828-TTT
131,"0,17x922x868 TTT BLANK",M-922-868-170TH550F2828-TTT,"OT70 0,17 ",UA0002529,"0,17x922x868 2,8/2,8 TH550",M-922-868-170TH550F2828-TTT,UA0002529,СКРОЛЛ,884х850,1500.0,---,---,---,---,---,---,---,---,,,,0.17-922-868-TH550-F2828-TTT
132,"0,17x857x926 TTT BLANK",T-857-926-170TH550F2828-TTT,"Body 73\70-32-42 (102,5) ",UA0002530,"0,17x857x926 2,8/2,8 TH550",T-857-926-170TH550F2828-TTT,UA0002530,ПРЯМ,,,---,---,---,---,---,---,---,---,,,,0.17-857-926-TH550-F2828-TTT
133,"OT99-921XQ 0,20 A55B05 auto",OT099-921XQ-200TH550S2828-HBI A55B05-42000,"OT99-921XQ 0,20 A55B05 ",UA0002482,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-HBI",fff005881,СКРОЛЛ,917x813,1500.0,99-C-1,ALU/G,PL1014-59,28S30WB-1,,,"L-838-941,7-200TH550S2828-HBI-A55B05",fff010621,49600248,,,0.20-838-941.7-TH550-S2828-HBI
134,"0,18x808x908 TTT BLANK",M-808-908-180TH550F2828-TTT,OT96 ,UA0002537,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550F2828-TTT,UA0002537,СКРОЛЛ,900х771,1600.0,---,---,---,---,---,---,---,---,,,,0.18-808-908-TH550-F2828-TTT
135,"0,18x838x941,7 TTT BLANK","M-838-941,7-180TH550F2828-TTT",OT99 ,UA0002538,"0,18x838x941,7 2,8/2,8 TH550","M-838-941,7-180TH550F2828-TTT",UA0002538,СКРОЛЛ,917x813,1500.0,---,---,---,---,---,---,---,---,,,,0.18-838-941.7-TH550-F2828-TTT
136,"0,18x860x944 TTT BLANK",T-860-944-180TH550F2828-TTT ,"Body 99\96-80 (106, 109) ",UA0002535,"0,18x860x944 2,8/2,8 TH550",T-860-944-180TH550F2828-TTT ,UA0002535,ПРЯМ,,,---,---,---,---,---,---,---,---,,,,0.18-860-944-TH550-F2828-TTT 
137,"0,18x860x795 TTT BLANK",T-860-795-180TH550F2828-TTT ,Body 83\80-50 ,UA0002534,"0,18x860x795 2,8/2,8 TH550",T-860-795-180TH550F2828-TTT ,UA0002534,ПРЯМ,,,---,---,---,---,---,---,---,---,,,,0.18-860-795-TH550-F2828-TTT 
138,"0,14x975x925 G/C USK",L-975-925-140TS550S2828-USK-C06K05,73/70x57 G/K,UA0002573,"0,14x975x925 2,8/2,8 TS550",T-975-925-140TS550S2828-USK,UA0002572,ПРЯМ,900 х 950,1500.0,BUF-11 A,G/C,PL1019-34,101 597,,,L-975-925-140TS550S2828-USK-C06K05,UA0002573,41211445,C-975----140TS550S2828-USK,UA0002564,0.14-975-925-TS550-S2828-USK
139,OT153-ELQ0561A2A-14400 HBI,OT153-ELQ0561A2A-W18B55-727LW-270TH435S2828-HBI-14400,OT153-ELQ0561A2A HBI,UA0002566,"0,27x950x876 2,8/2,8 TH435",M-950-876-270TH435S2828-HBI,fff010185,СКРОЛЛ,920х935,1100.0,"153-2
",2 W/G,PL1014-59,818062,,,L-950-876-270TH435S2828-HBI-W18B55,fff010186,48003111,,,0.27-950-876-TH435-S2828-HBI
140,OT153-ELQ0561A2A-14400 USK,OT153-ELQ0561A2A-W18B55-727LW-270TH435S2828-USK-14400,OT153-ELQ0561A2A USK,UA0002565,"0,27x950x876 2,8/2,8 TH435",M-950-876-270TH435S2828-USK,UA0000879,СКРОЛЛ,940х925,1100.0,"153-2
",2 W/G,PL1014-59,818062,,,L-950-876-270TH435S2828-USK-W18B55,UA0000880,48003111,,,0.27-950-876-TH435-S2828-USK
141,"0,18x860x873 TTT BLANK",M-860-873-180TH550F2828-TTT,ОТ80 ,UA0002536,"0,18x860x873 2,8/2,8 TH550",M-860-873-180TH550F2828-TTT,UA0002536,СКРОЛЛ,903х844,1500.0,---,---,---,---,---,---,---,---,,,,0.18-860-873-TH550-F2828-TTT
142,"0,17x954x848 HAN BLANK",M-954-848-170TH435S2828-HAN,OT62 TEST,UA0002484,"0,17x954x848 2,8/2,8 TH435",M-954-848-170TH435S2828-HAN,UA0002484,СКРОЛЛ,830x917,1500.0,---,---,---,---,---,---,---,---,,,,0.17-954-848-TH435-S2828-HAN
143,"0,17x922x868 HAN BLANK",M-922-868-170TH580S2828-HAN,OT70 TEST,UA0002483,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-HAN,UA0002483,СКРОЛЛ,884х850,1500.0,---,---,---,---,---,---,---,---,,,,0.17-922-868-TH580-S2828-HAN
144,"0,20x808x908 HBI BLANK",M-808-908-200TH550S2828-HBI BLANK,OT96,UA0004695,"0,20x808x908 2,8/2,8 TH550",M-808-908-200TH550S2828-HBI BLANK,UA0004695,СКРОЛЛ,900х771,1600.0,---,---,---,---,---,---,---,---,,,,0.20-808-908-TH550-S2828-HBI
145,"0,17x922x868 ERD BLANK",M-922-868-170TH580S2828-ERD,OT70 TEST 70B-ERD,UA0002672,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-ERD,UA0002672,СКРОЛЛ,884х850,1500.0,---,---,---,---,---,---,---,---,,,,0.17-922-868-TH580-S2828-ERD
146,ELQ7013A13A ,OT070-ELQ7013A13A-07CK09-993DE-170TH580S2828-HBI-90300,OT70,UA0001040,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-HBI,fff009746,СКРОЛЛ,884х850,1500.0,№96,G/2C,816361,7239901,815225,,L-922-868-170TH580S2828-HBI-07CK09,UA0001039,48017440,,,0.17-922-868-TH580-S2828-HBI
147,"0,27x950x876 ERD BLANK",M-950-876-270TH435F5620-ERD,OT153 TEST,UA0002682,"0,27x950x876 5,6/2,0 TH435",M-950-876-270TH435F5620-ERD,UA0002682,СКРОЛЛ,920х935,1100.0,---,---,---,---,---,---,---,---,,,,0.27-950-876-TH435-F5620-ERD
148,"0,18x894x795 ERD BLANK",T-894-795-180TH550F2850-ERD,Body 83\80-85 ,UA0002698,"0,18x894x795 2,8/5,0 TH550",T-894-795-180TH550F2850-ERD,UA0002698,ПРЯМ,770х869,1500.0,---,---,---,---,---,---,---,,40202612,,,0.18-894-795-TH550-F2850-ERD
149,"0,19x895x907 ERD BLANK",M-895-907-190TH550F2820-ERD,OT83 ,UA0002700,"0,19x895x907 2,8/2,0 TH550",M-895-907-190TH550F2820-ERD,UA0002700,СКРОЛЛ,932х870,1500.0,---,---,---,---,---,---,---,---,,,,0.19-895-907-TH550-F2820-ERD
150,"0,18x860x873 ERD BLANK",M-860-873-180TH550F2820-ERD,OT80 ,UA0002701,"0,18x860x873 2,8/2,0 TH550",M-860-873-180TH550F2820-ERD,UA0002701,СКРОЛЛ,903х844,1500.0,---,---,---,---,---,---,---,---,,,,0.18-860-873-TH550-F2820-HBI
151,"OT99-921XQ 0,22 ALU/G TS275 ARK",OT099-921XQ-220TS275F2828-ARK-A75B05-37856 ,OT99,UA0002709,"0,22x838x941,7 2,8/2,8 TS275","M-838-941,7-220TS275F2828-ARK",UA0002703,СКРОЛЛ,917x813,1500.0,№104-1U,АLU /G,PL1014-59,28S30WB-1,,,"L-838-941,7-220TS275F2828-ARK-A75B05   ",UA0002707,49600936,,,0.22-838-941.7-TS275-F2828-ARK
152,"OT96 0,22 ALU/G ERD",OT096-A07B05-ARGO-220TS275S2828-ERD-38850,OT96,UA0002785,"0,22x808x908 2,8/2,8 TS275",M-808-908-220TS275S2828-ERD,UA0002783,СКРОЛЛ,,,№105-1,АLU /G,PL1014-59,28S30WB-1,,,L-808-908-220TS275S2828-ERD-A07B05,UA0002784,49600242,,,0.22-808-908-TS275-S2828-ERD
153,OT070-ELQ7033A2A ERD test,OT070-ELQ7033A2A-08CB05-993DE-170TH580S2828-ERD-90300,Trial 70C-ERD 3rd step of qualification,UA0002771,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-ERD,UA0002672,СКРОЛЛ,884х850,1500.0,№36,G/G,PL1019-34,816361,,,L-922-868-170TH580S2828-ERD-08CB05,UA0002769,48015778,,,0.17-922-868-TH580-S2828-ERD
154,OT070-ELQ7033A2A HAN test,OT070-ELQ7033A2A-08CB05-993DE-170TH580S2828-HAN-90300,Trial 70C-HAN 3rd step of qualification,UA0002772,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-HAN,UA0002483,СКРОЛЛ,884х850,1500.0,№36,G/G,PL1019-34,816361,,,L-922-868-170TH580S2828-HAN-08CB05,UA0002770,48015778,,,0.17-922-868-TH580-S2828-HAN
155,"0,17x922x868 HBI TH550 BLANK",M-922-868-170TH550F2828-HBI BLANK,OT70,UA0003738,"0,17x922x868 2,8/2,8 TH550",M-922-868-170TH550F2828-HBI BLANK,UA0003738,СКРОЛЛ,884х850,1500.0,---,---,---,---,---,---,---,---,40301936,C-922----170TH550F2828-HBI,fff009813,0.17-922-868-TH550-F2828-HBI
156,"0,18x808x908 HBI BLANK",M-808-908-180TH550S2828-HBI BLANK,OT96,UA0004993,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550S2828-HBI BLANK,UA0004993,СКРОЛЛ,900х771,1600.0,---,---,---,---,---,---,---,---,40202758,C-808-----180TH550S2828-HBI,ффф011064,0.18-808-908-TH550-S2828-HBI
157,"0,17x954x848 ZZY BLANK",M-954-848-170TH435S2828-ZZY,OT62,UA0002828,"0,17x954x848 2,8/2,8 TH435",M-954-848-170TH435S2828-ZZY,UA0002828,СКРОЛЛ,830x917,1500.0,---,---,---,---,---,---,---,---,,,,0.17-954-848-TH435-S2828-ZZY
158,"OT96 0,18 G/G auto",OT096-C65B05-ARGO-180TH550S2828-HBI-38850,OT96,UA0002848,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550S2828-HBI,fff011084,СКРОЛЛ,900х771,1600.0,№94,G/G,PL1014-59,11064,,,L-808-908-180TH550S2828-HBI-C65B05,fff011085,49600863,,,0.18-808-908-TH550-S2828-HBI
159,"0,18x860x873 ZZY BLANK",M-860-873-180TH550F2820-ZZY,OT80 ,UA0002902,"0,18x860x873 2,8/2,0 TH550",M-860-873-180TH550F2820-ZZY,UA0002902,СКРОЛЛ,903х844,1500.0,---,---,---,---,---,---,---,---,,,,0.18-860-873-TH550-F2828-TTT
160,OT153-ELQ1554A0A ERD,OT153-ELQ1554A0A-20EB05-727LW-270TH435F5628-ERD-12800,OT153,UA0002924,"0,27x950x876 5,6/2,0 TH435",M-950-876-270TH435F5620-ERD,UA0002682,СКРОЛЛ,920х935,1100.0,153-1,W/G,PL1014-59,819059,816733,,L-950-876-270TH435F5628-ERD-20EB05,UA0002922,48004206,,,0.27-950-876-TH435-F5620-ERD
161,OT62-ELQ6216A2A  ZZY,OT062-ELQ6216A2A-15VK05-975HP-170TH435S2828-ZZY-144000,OT62 TEST ZZY,UA0002974,"0,17x954x848 2,8/2,8 TH435",M-954-848-170TH435S2828-ZZY,UA0002828,СКРОЛЛ,830x917,1500.0,№55-ZZY,W/C 15V,PL1019-34,DE4488-3LV,,,L-954-848-170TH435S2828-ZZY-15VK05,UA0002970,,,,0.17-954-848-TH435-S2828-ZZY
162,OT62-ELQ6216A2A  HAN,OT062-ELQ6216A2A-15VK05-975HP-170TH435S2828-HAN-144000,Trial 62A-HAN 3rd step qualification,UA0002972,"0,17x954x848 2,8/2,8 TH435",M-954-848-170TH435S2828-HAN,UA0002484,СКРОЛЛ,830x917,1500.0,62-3,W/C 15V,PL1019-34,DE4488-3LV,,,L-954-848-170TH435S2828-HAN-15VK05,UA0002971,48013808,,,0.17-954-848-TH435-S2828-HAN
163,"0,16x765x925 G/C",L-765-925-160TH520F2820-USK-C06K05,73/80 G/K,fff011058,"0,16x765x925 2,8/2,0 TH520",T-765-925-160TH520F2820-USK,fff010609,ПРЯМ,900х740,1500.0,№4,G/C,PL1019-34,101597,,,L-765-925-160TH520F2820-USK-C06K05,fff011058,41202281,,,0.16-765-925-TH520-F2820-USK
164,"OT99-921XQ 0,20 21EB05 ",OT099-921XQ-200TH550S2828-HBI-21EB05-37856,OT99 21EB05,UA0003062,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-HBI",fff005881,СКРОЛЛ,917x813,1500.0,№119,21EB05,PL1014-59,DE4488-3LV,DE5449-4,,"L-838-941,7-200TH550S2828-HBI-21EB05",UA0003061,48014765,,,0.20-838-941.7-TH550-S2828-HBI
165,"0,18x830x801 Alu/C 28S",L-830-801-180TS260S2828-USK-IMP-A08K05, ,UA0003111,"0,18x830x801 2,8/2,8 TS260",M-830-801-180TS260S2828-USK-IMP,UA0000653,СКРОЛЛ,,,BUF-6 A,Alu/C,PL1019-34,28S30WB-1,,,L-830-801-180TS260S2828-USK-IMP-A08K05,UA0003111,41204470,,,0.18-830-801-TS260-S2828-USK
166,"0,14*913*766  ALU/ALU","Жерсть 0,14*913*766 TS480 2020 ALU/ALU",test,UA0003237,"0,14x913x766 2,0/2,0 TS480",M-913-766-140TS480S2020-RAS,fff010841,СКРОЛЛ,770х869,1500.0,1-A,ALU/ALU,11064-15,11064-15,,,"Жерсть 0,14*913*766 TS480 2020 ALU/ALU",UA0003237, -,,,0.14-913-766-TS480-S2020-RAS
167,"0,20x908x1112 21EK05",L-908-1112-200TS260S2828-USK-21EK05,"Draw can  99x48,5 ",UA0003281,T-908-1112-200TS260S2828-USK,T-908-1112-200TS260S2828-USK,UA0000214,ПРЯМ,1088х883,1100.0,BUF14 A,21E,PL1019-34,DE4488-3LV,DE5449-4,,L-908-1112-200TS260S2828-USK-21EK05,UA0003281,41212142,,,0.20-908-1112-TS260-S2828-USK
168,"OT099 Hollande 0,24",OT099-ELQ9999A0A-18DK05-715SU-240TH415F2828-USK-42500 Hollande  ,TEST,UA0003284,M-838-826-240TH415F2828-USK-IMP,M-838-826-240TH415F2828-USK-IMP,UA0003234,СКРОЛЛ,870x820,,99-S-2,2G/C,PL1019-34,816361,816361,,L-838-826-240TH415F2828-USK-IMP-18DK05,UA0003282,,,,0.24-838-826-TH415-F2828-USK-IMP
169,OT062-ELQ0830A9A HBI,OT062-ELQ0830A9A-10DB05-975HP-170TH435S2828-HBI-144000,OT062,UA0000151,"0,17x954x848 2,8/2,8 TH435",M-954-848-170TH435S2828-HBI,fff008459,СКРОЛЛ,830x917,1500.0,№ 90,G/G,PL1014-59,816361,816361,,L-954-848-170TH435S2828-HBI-10DB05,UA0000153,48013484,,,0.17-954-848-TH435-S2828-HBI
170,OT99-ELQ9991A0A HBI,OT099-ELQ9991A0A-08CB05-716SU-200TH550S2828-HBI-42500,OT99,UA0003336,"0,20x838x826 2,8/2,8 TH550",M-838-826-200TH550S2828-HBI,UA0003334,СКРОЛЛ,820x870,1500.0,№110-1,G/G ,PL1014-59,816361,,,L-838-826-200TH550S2828-HBI-08CB05,UA0003335,48003382,,,0.20-838-826-TH550-S2828-HBI
171,"0,14x913x766 21E",L-913-766-140TS480F2020-RAS-21EK05,Draw can 73x28,UA0003337,"0,14x913x766 2,0/2,0 TS480",M-913-766-140TS480S2020-RAS,fff010841,СКРОЛЛ,770х869,1500.0,BUF-2 A,21E,PL1019-34,DE4488-3LV,DE5449-4,,L-913-766-140TS480F2020-RAS-21EK05,UA0003337,41211376,C-913----140TS480S2020-RAS,fff010840,0.14-913-766-TS480-S2020-RAS
172,OT153-W18B35,OT153-W18B35-727LW-270TH435F5628-HBI-12800,ОТ153,UA0003219,"0,27x950x876 5,6/2,8 TH435 HBI",M-950-876-270TH435F5628-HBI,fff010200,СКРОЛЛ,920х935,1100.0,№121,W18B35,GL112-10,GL104-7,GL104-7,R1024WS,L-950-876-270TH435F5628-HBI-W18B35,UA0003216,47001974,,,0.27-950-876-TH435-F5628-HBI
173,"0,20x908x1112 RAS BLANK",T-908-1112-200TS260S2828-RAS BLANK,"Draw can  99x48,5 BLANK BIL",UA0003739,"0,20x908x1112 2,8/2,8 TS260",T-908-1112-200TS260S2828-RAS BLANK,UA0003739,ПРЯМ,1088х883,1100.0,---,---,---,---,---,---,---,---,40200317,C-908----200TS260S2828-RAS,UA0003387,0.20-908-1112-TS260-S2828-RAS
174,OT070-ELQ7022A6A  TH550,OT070-ELQ7022A6A-W14K05-993DE-170TH550F2828-HBI-90300,OT070-ELQ7022A6A TH550,UA0003457,"0,17x922x868 2,8/2,8 TH550",M-922-868-170TH550F2828-HBI,fff009814,СКРОЛЛ,884х850,1500.0,70-5,2W/C,PL1019-34,818062,818062,,L-922-868-170TH550F2828-HBI-W14K05,UA0003459,48015775,C-922---170TH580F2828-HBI,,0.17-922-868-TH550-F2828-HBI
175,OT153-W18U23,OT153-W18U23-727LW-270TH435F5628-HBI-12800,ОТ153,UA0003218,"0,27x950x876 5,6/2,8 TH435 HBI",M-950-876-270TH435F5628-HBI,fff010200,СКРОЛЛ,920х935,1100.0,№121-1,W18U23,GR-5035-592,16S61EG,DE5449-4,GL104-7,L-950-876-270TH435F5628-HBI- W18U23,UA0003217,48012073,,,0.27-950-876-TH435-F5628-HBI
176,"0,18x896x795 BLANK",T-896-795-180TH550F2850-HBI BLANK,"Can body 0,18 BLANK",UA0004687,"0,18x896x795 2,8/5,0 TH550",T-896-795-180TH550F2850-HBI BLANK,UA0004687,ПРЯМ,770х869,1500.0,---,BLANK,---,---,---,---,---,---,40301431,C-896-----180TH550F2850-HBI,UA0003462,0.18-896-795-TH550-F2850-HBI
177,OT153-ELQ0561A4A-14400 HBI,OT153-ELQ0561A4A-W18B55-727LW-270TH435S2828-HBI-14400,OT153-ELQ0561A4A HBI,UA0003578,"0,27x950x876 2,8/2,8 TH435",M-950-876-270TH435S2828-HBI,fff010185,СКРОЛЛ,920х935,1100.0,"153-2
",2 W/G,PL1014-59,818062,,,L-950-876-270TH435S2828-HBI-W18B55,fff010186,48017966,,,0.27-950-876-TH435-S2828-HBI
178,OT153-ELQ0561A4A-14400 USK,OT153-ELQ0561A4A-W18B55-727LW-270TH435S2828-USK-14400  ,OT153-ELQ0561A4A USK,UA0003577,"0,27x950x876 2,8/2,8 TH435",M-950-876-270TH435S2828-USK,UA0000879,СКРОЛЛ,940х925,1100.0,"153-2
",2 W/G,PL1014-59,818062,,,L-950-876-270TH435S2828-USK-W18B55,UA0000880,48017966,,,0.27-950-876-TH435-S2828-USK
179,"0,17x896x795 BLANK",T-896-795-170TH550F2828-HBI BLANK,"Can body 0,17 BLANK",UA0003907,"0,17x896x795 2,8/2,8 TH550",T-896-795-170TH550F2828-HBI BLANK,UA0003907,ПРЯМ,770х869,1500.0,---,BLANK,---,---,---,---,---,---,,C-896-----170TH550F2828-HBI,UA0003461,0.17-896-795-TH550-F2828-HBI
180,"0,18x896x795 W/С",L-896-795-180TH550F5028-HBI-V14K05 EXP,"Can body 0,18 W/C",UA0003493,"0,18x896x795 2,8/5,0 TH550",T-896-795-180TH550F2850-HBI,UA0003491,ПРЯМ,770х869,1500.0,BIL-7 B,W/С,PL1019-34,818062,,,L-896-795-180TH550F5028-HBI-V14K05 EXP,UA0003493,49100556,C-896-----180TH550F2850-HBI,UA0003462,0.18-896-795-TH550-F2850-HBI
181,"0,20x808x908 USK BLANK",M-808-908-200TH550S2828-USK BLANK,OT96,UA0005468,"0,20x808x908 2,8/2,8 TH550",M-808-908-200TH550S2828-USK BLANK,UA0005468,СКРОЛЛ,900х771,1600.0,,,,,,,,,,С-808---200TH550S2828-USK,UA0000570,0.20-808-908-TH550-S2828-USK
182,OT99-ELQ9991A0A ARP,OT99-ELQ9991A0A-08CB05-716SU-200TH415F2828-USK-42500,OT99-ELQ9991A0A,fff008231,"0,20x838x826 2,8/2,8 TH415",M-838-826-200TH415F2828-USK,fff008463,СКРОЛЛ,870х820,1500.0,99-S-3,G/G ,PL1014-59,816361,---,---,L-838-826-200TH415F2828-USK-08CB05,UA0001800,48003382,C-838----200TH415F2828-USK,fff007546,0.20-838-826-TH415-F2828-USK
183,TEST152D,"L-0,19*809*910GZ62SO56028-21EK05-TEST152D",Chrome VI free Trial 152D,UA0003634,,,,СКРОЛЛ,,,152-D,21EK05,PL1019-34,819059,816733,,"L-0,19*809*910GZ62SO56028-21EK05-TEST152D",UA0003634, -,,,
184,TEST152E,"L-0,19*809*910GZ62SO56028-21EK05-TEST152E",Chrome VI free Trial 152E,UA0003633,,,,СКРОЛЛ,,,152-E,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,"L-0,19*809*910GZ62SO56028-21EK05-TEST152E",UA0003633, -,,,
185,TEST152H,"L-0,19*809*910GZ62SO56028-15VK05-TEST152H",Chrome VI free Trial 152H,UA0003632,,,,СКРОЛЛ,,,152-H,15VK05,PL1019-34,DE4488-3LV,,,"L-0,19*809*910GZ62SO56028-15VK05-TEST152H",UA0003632, -,,,
186,"0,19*809*910 BLANK","Жерсть 0,19*809*910  GZ6 2SO 56028 -біла (в листах) х",Chrome VI free Trial,fff006190,"0,19*809*910  GZ6 2SO 56028","Жерсть 0,19*809*910  GZ6 2SO 56028 -біла (в листах) х",fff006190,,,,,,,,,,,,40302639,,,
187,"0,14x913x766 ALU/C",L-913-766-140TS480F2020-RAS-А08К05,Draw can 73x30,UA0003670,"0,14x913x766 2,0/2,0 TS480",M-913-766-140TS480S2020-RAS,fff010841,СКРОЛЛ,770х869,1500.0,BUF-1 A,ALU/C,PL1019-34,28S30WB-1,,,L-913-766-140TS480F2020-RAS-А08К05,UA0003670,41206392,C-913----140TS480S2020-RAS,fff010840,0.14-913-766-TS480-S2020-RAS
188,"0,14x975x925 W/K USK",L-975-925-140TS550S2828-USK-21EK05,73/70x57 W/K,UA0003669,"0,14x975x925 2,8/2,8 TS550",T-975-925-140TS550S2828-USK,UA0002572,ПРЯМ,900 х 950,1500.0,BUF-12 A,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,L-975-925-140TS550S2828-USK-21EK05,UA0003669,41212043,C-975----140TS550S2828-USK,UA0002564,0.14-975-925-TS550-S2828-USK
189,OT153-ELQ0561A4A-14400 HBI,OT153-ELQ0561A4A-W18B55-727LW-270TH435S2828-HBI-14400,OT153-ELQ0561A4A HBI,UA0003578,"0,27x950x876 2,8/2,8 TH435",M-950-876-270TH435S2828-HBI,fff010185,СКРОЛЛ,920х935,1100.0,№54,2 W/G,PL1014-59,818062,,,L-950-876-270TH435S2828-HBI-W18B55,fff010186,48017966,,,0.27-950-876-TH435-S2828-HBI
190,OT153-W18B35 USK,OT153-W18B35-727LW-270TH435F5628-USK-12800,ОТ153,UA0003806,"0,27x950x876 5,6/2,8 TH435 USK",M-950-876-270TH435F5628-USK,UA0000758,СКРОЛЛ,920х935,1100.0,153-4 А,W18B35,GL112-10,GL104-7,GL104-7,R1024WS,L-950-876-270TH435F5628-USK-W18B35,UA0003804,47001974,C-950----270TH435F5628-USK,UA0000757,0.27-950-876-TH435-F5628-USK
191,OT153-W18U23 USK,OT153-W18U23-727LW-270TH435F5628-USK-12800,OT153 (spot coating),UA0003807,"0,27x950x876 5,6/2,8 TH435 USK",M-950-876-270TH435F5628-USK,UA0000758,СКРОЛЛ,920х935,1100.0,153-3 А,W18U23,GR-5035-592,16S61EG,DE5449-4,GL104-7,L-950-876-270TH435F2856-USK- W18U23,UA0003805,48012073,C-950----270TH435F5628-USK,UA0000757,0.27-950-876-TH435-F5628-USK
192,"OT96 0,20  ALU/G 50/28",OT096-A07B05-ARGO-200TH550S5028-HBI-38850,"OT96 0,20  ALU/G",UA0003810,"0,20x808x908 5,0/2,8 TH550",M-808-908-200TH550S5028-HBI   ,UA0003808,СКРОЛЛ,900х771,1600.0,№89-1,ALU/G,,,,,L-808-908-200TH550S5028-HBI-A07B05  ,UA0003809,49600880,,,0.20-808-908-TH550-S5028-HBI
193,"0,16x920x778 Alu/C",L-920-778-160TS340S2828-RAS-А08К05,"Draw can 73x36,5 ; 73x32 Ap/K",UA0003811,"0,16x920x778 2,8/2,8 TS340",M-920-778-160TS340S2828-RAS ARP,UA0003812,СКРОЛЛ,818х895,1600.0,BUF-7 A,ALU/C,,,,,L-920-778-160TS340S2828-RAS-А08К05,UA0003811,41202163,C-920----160TS340S2828-RAS,fff009371,0.16-920-778-TS340-S2828-RAS-ARP
194,"OT62-ELQ6216A2A тест 0,17*959",OT62-ELQ6216A2A-15VK05-975HP-170TH435S2828-HBI-144000,"OT62-ELQ6216A2A from 0,17*959 coils",UA0003857,"0,17x959x848 2,8/2,8 TH550",M-959-848-170TH550F2828-HBI,UA0003855,СКРОЛЛ,830x917,1500.0,№124,W/C 15V,PL1019-34,DE4488-3LV,,,L-959-848-170TH550F2828-HBI-15VK05,UA0003856,48013808,C-954---170TH435S2828-HBI,,0.17-959-848-TH550-F2828-HBI
195,"0,18x860x942 BLANK",T-860-942-180TH550F2820-HBI,,UA0003827,"0,18x860x942 2,8/2,0 TH550",T-860-942-180TH550F2820-HBI,UA0003827,ПРЯМ,903x844,1500.0,---,---,---,---,---,---,---,---,40205530,,,0.18-860-942-TH550-F2820-HBI
196,"OT96 0,20  ALU/G 28/28 ручна",OT062-ELQ6216A2A-15VK05-975HP-170TH550F2828-HBI-144000,"OT96 0,20  ALU/G",UA0003854,"0,20x808x908 2,8/2,8 TH550",M-808-908-200TH550S2828-HBI,fff010618,СКРОЛЛ,900х771,1600.0,№123,ALU/G,PL1014-59,28S30WB-1,,,L-808-908-200TH550S2828-HBI-A07B05,UA0003813,48017688,С-808---200TH550S2828-USK,,0.20-808-908-TH550-S2828-HBI
197,"0,17x896x795 Alu/G",L-896-795-170TH550F2828-HBI-A07B05 ,"Can body 0,17 Alu/G",UA0003861,"0,17x896x795 2,8/2,8 TH550",T-896-795-170TH550F2828-HBI,UA0003490,ПРЯМ,770х869,1500.0,№129,ALU/G,,,,,L-896-795-170TH550F2828-HBI-A07B05 ,UA0003861,,,,0.17-896-795-TH550-F2828-HBI
198,"OT96 0,21  alu/g 28/28 ",OT096-A07B05-ARGO-210TS275F2828-ARK-38850,"OT96 0,21  ALU/G",UA0003891,"0,21x808x908 2,8/2,8 TS275",M-808-908-210TS275F2828-ARK,UA0003886,СКРОЛЛ,900х771,1600.0,№125,ALU/G,,,,,L-808-908-210TS275F2828-ARK-A07B05 ,UA0003889,,,,0.21-808-908-TS275-F2828-ARK
199,"OT96 0,20  alu/g 28/28 11064",OT096-A07B05-ARGO-200TH550S2828-HBI-38850 BIL,"OT96 0,20  ALU/G",UA0003908,"0,20x808x908 2,8/2,8 TH550",M-808-908-200TH550S2828-HBI,fff010618,СКРОЛЛ,900х771,1600.0,№40,ALU/G,,,,,L-808-908-200TH550S2828-HBI-A07B05 BIL,fff011082,48017688,,,0.20-808-908-TH550-S2828-HBI
