order_code;order_date;product_name;calculated_cut_sheets;comments;used_coil;needed_or_used_for_order;nomenclature_1c;;;;;;
BUF21975751;12.12.2021;0,14x975x925 G/C;10000;;;;;;;;;;
WEI21153752;14.12.2021;OT153-ELQ1542A3A HBI;4000;;;;;;;;;;
ZNO21153753;14.12.2021;OT153-W18B35;250;TEST;;;;;;;;;
BUF21070754;14.12.2021;OT070-ELQ7013A9A ;23000;;;;;;;;;;
ZNO21070755;14.12.2021;OT070-ELQ7013A9A ;20000;;;;;;;;;;
ZNO21070756;14.12.2021;OT070-ELQ7013A11A;4500;;;;;;;;;;
BIL21860757;14.12.2021;0,18x860x873  BLANK;22000;;;;;;;;;;
BIL21894758;14.12.2021;0,18x894x795 BLANK;40000;;;;;;;;;;
BUF21096759;14.12.2021;OT96 Alu/C HBI auto;48000;;;;;;;;;;
BIL21894760;15.12.2021;0,18x894x795 BLANK;40000;;;;;;;;;;
BIL21895761;16.12.2021;0,19x895x907 BLANK;50000;;;;;;;;;;
ZNO21153762;16.12.2021;OT153-ELQ0561A2A HBI;2300;жерсть з дугою;;;;;;;;;
BIL21877763;20.12.2021;0,18x877x1066 BLANK;8000;11т рулон!!!;;;;;;;;;
BUF21096764;20.12.2021;OT96 Alu/C HBI auto;20000;;;;;;;;;;
BIL21908765;20.12.2021;0,20x908x1112 RAS BLANK;26000;40т в рулонах;;;;;;;;;
BIL21808766;20.12.2021;0,18x808x908 HBI BLANK;8000;;;;;;;;;;
BIL21860767;20.12.2021;0,18x860x873  BLANK;50000;;;;;;;;;;
BUF21975768;21.12.2021;0,14x975x925 G/C;30000;;;;;;;;;;
BIL21920769;21.12.2021;0,16x920x778 BLANK;30000;;;;;;;;;;
BIL21894770;21.12.2021;0,18x894x795 W/С;45000;;;;;;;;;;
BIL21894771;21.12.2021;0,18x894x795 W/С;45000;;;;;;;;;;
BIL21860772;21.12.2021;0,18x860x873  BLANK;40000;;;;;;;;;;
BIL21913773;21.12.2021;0,14x913x766 BLANK;25000;;;;;;;;;;
ARP21913774;21.12.2021;0,14x913x766 BLANK;35000;;;;;;;;;;
BUF21830775;22.12.2021;0,18x830x801 Alu/C;10000;;;;;;;;;;
BUF21830776;22.12.2021;0,18x830x801 Alu/C 28S;10000;;;;;;;;;;
BUF21838777;28.12.2021;0,17x838x942 ALU/С;25000;;;;;;;;;;
BUF21838778;10.01.2022;0,17x838x942 ALU/С;30000;;;;;;;;;;
DEV21070779;10.01.2022;OT070-ELQ7022A6A  TH550;20000;;;;;;;;;;
BIL21920780;10.01.2022;0,16x920x778 BLANK;20000;;;;;;;;;;
BIL21895781;10.01.2022;0,19x895x907 BLANK;50000;;;;;;;;;;
BIL21860782;11.01.2022;0,18x860x873  BLANK;40000;;;;;;;;;;
BUF22918783;13.01.2022;0,14x918x925 G/C;9000;;;;;;;;;;
VIL22062784;13.01.2022;OT62-ELQ6216A2A ver2;24000;;;;;;;;;;
ZNO22153785;13.01.2022;OT153-W18B35;125;TEST;;;;;;;;;
ZNO22153786;13.01.2022;OT153-W18U23;125;TEST;;;;;;;;;
VAJ22062787;13.01.2022;OT62-ELQ6215A5A USK 21E;20000;;;;;;;;;;
VIL22062788;14.01.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
BUF22099789;17.01.2022;OT99-921XQ 0,20 A55B05 ;40000;;;;;;;;;;
BUF22942790;18.01.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF22918791;18.01.2022;0,14x918x925 G/C;20000;;;;;;;;;;
DEV22070792;18.01.2022;OT070-ELQ7033A2A  TH580;26000;;;;;;;;;;
BIL22920793;18.01.2022;0,16x920x778 BLANK;30000;;;;;;;;;;
ZNO22153794;19.01.2022;OT153-ELQ1554A0A USK;10000;;;;;;;;;;
ZNO22153795;19.01.2022;OT153-ELQ0561A2A HBI;4000;;;;;;;;;;
ZNO22153796;19.01.2022;OT153-ELQ0561A4A-14400 HBI;6000;;;;;;;;;;
BUF22913797;19.01.2022;0,14x913x766 21E;30000;;;;;;;;;;
BIL22860798;20.01.2022;0,18x860x873  BLANK;50000;;;;;;;;;;
BUF22838799;20.01.2022;0,17x838x942 ALU/С;50000;;;;;;;;;;
BIL22896800;21.01.2022;0,18x896x795 BLANK;20000;;;;;;;;;;
BIL22895801;21.01.2022;0,19x895x907 BLANK;20000;;;;;;;;;;
VIL22062802;24.01.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
MOE22062803;24.01.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
VIL22062804;24.01.2022;OT62-ELQ6216A2A ver2;10000;;;;;;;;;;
MOE22062805;24.01.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
WEI22153806;24.01.2022;OT153-ELQ1542A3A USK;10000;;;;;;;;;;
ZNO22153807;25.01.2022;OT153-ELQ0561A2A USK;12000;;;;;;;;;;
BIL22860808;25.01.2022;0,18x860x873  BLANK;40000;;;;;;;;;;
BUF22070809;25.01.2022;OT070-ELQ7033A2A  TH580;25000;;;;;;;;;;
DEV22070810;25.01.2022;OT070-ELQ7033A2A  TH580;19500;;;;;;;;;;
BIL22922811;26.01.2022;0,17x922x868 HBI TH550 BLANK;15000;;;;;;;;;;
BUF22096812;26.01.2022;OT96 Alu/C USK auto;20000;;;;;;;;;;
BIL22920813;26.01.2022;0,16x920x778 BLANK;20000;;;;;;;;;;
BUF22099814;26.01.2022;OT99-921XQ 0,20 A55B05 ;8000;;;;;;;;;;
BIL22896815;26.01.2022;0,18x896x795 BLANK;25000;;;;;;;;;;
BIL22896816;26.01.2022;0,17x896x795 BLANK;20000;;;;;;;;;;
BIL22896817;27.01.2022;0,18x896x795 W/С;10000;;;;;;;;;;
BUF22975818;28.01.2022;0,14x975x925 G/C USK;8000;;;;;;;;;;
ZNO22153819;28.01.2022;OT153-ELQ0561A2A USK;10000;;;;;;;;;;
VIL22062820;28.01.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
VIL22062821;31.01.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
NOR22099822;31.01.2022;OT99-ELQ0730A0A;8000;;;;;;;;;;
BUF22070823;31.01.2022;OT070-ELQ7013A9A ;27000;;;;;;;;;;
ZNO22070824;31.01.2022;OT070-ELQ7013A11A;5000;;;;;;;;;;
BUF22942825;31.01.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BUF22975826;01.02.2022;0,14x975x925 G/C;121;;;;;;;;;;
BIL22942827;01.02.2022;0,16x942x790 BLANK;20000;;;;;;;;;;
ZNO22153828;01.02.2022;OT153-ELQ1554A0A USK;12000;19 350кг (3рул);;;;;;;;;
ZNO22153829;01.02.2022;OT153-ELQ0561A2A USK;20000;33 360кг (5рул);;;;;;;;;
BIL22808830;02.02.2022;0,20x808x908 USK BLANK;12000;14220;;;;;;;;;
BUF22096831;02.02.2022;OT96 Alu/C USK auto;27000;;;;;;;;;;
DEV22099832;02.02.2022;OT99-ELQ9999A0A ARP;13000;;;;;;;;;;
DEV22099833;02.02.2022;OT99-ELQ9991A0A ARP;20000;;;;;;;;;;
BIL22860834;02.02.2022;0,18x860x873  BLANK;20000;;;;;;;;;;
TEST 152D;02.02.2022;TEST152D;150;;;;;;;;;;
TEST 152H;02.02.2022;TEST152H;150;;;;;;;;;;
TEST 152E;02.02.2022;TEST152E;150;;;;;;;;;;
VIL22062835;03.02.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
BUF22942836;03.02.2022;0,16x942x790 ALU/С;20000;;;;;;;;;;
BUF22942837;03.02.2022;0,16x942x790 ALU/С;20000;;;;;;;;;;
BLANK  0,19*809*910;04.02.2022;0,19*809*910 BLANK;150;;;;;;;;;;
DEV22070838;07.02.2022;OT070-ELQ7022A6A  TH550;28000;;;;;;;;;;
BUF22975839;07.02.2022;0,14x975x925 G/C USK;25000;;;;;;;;;;
VIL22062840;08.02.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
BUF22918841;08.02.2022;0,14x918x925 G/C;20000;;;;;;;;;;
DEV22070842;09.02.2022;OT070-ELQ7033A2A  TH580;25000;;;;;;;;;;
BIL22920843;09.02.2022;0,16x920x778 BLANK;30000;;;;;;;;;;
BIL22896844;10.02.2022;0,18x896x795 BLANK;40000;;;;;;;;;;
BUF22070845;10.02.2022;OT070-ELQ7013A9A ;23000;;;;;;;;;;
DEV22070846;10.02.2022;OT070-ELQ7033A2A  TH580;10000;;;;;;;;;;
BUF22913847;10.02.2022;0,14x913x766 ALU/C;47000;;;;;;;;;;
BUF22877848;11.02.2022;0,18x877x1066 W/G;10500;;;;;;;;;;
BUF22918849;11.02.2022;0,14x918x925 W/C;10000;;;;;;;;;;
BUF22918850;11.02.2022;0,14x918x925 G/C;10000;;;;;;;;;;
BIL22843851;11.02.2022;0,17x840x942 BLANK;23000;;;;;;;;;;
BUF22838852;11.02.2022;0,17x838x942 ALU/С;20000;;;;;;;;;;
BUF22096853;14.02.2022;OT96 Alu/C USK auto;21000;;;;;;;;;;
BIL22808854;14.02.2022;0,18x808x908 HBI BLANK;10000;;;;;;;;;;
DEV22099855;15.02.2022;OT99-ELQ9999A0A_N/A;1327;;;;;;;;;;
DEV22099856;15.02.2022;OT99-ELQ9999A0A ARP;30000;;;;;;;;;;
WEI22153857;15.02.2022;OT153-ELQ1542A3A USK;14000;рулон 7220кг+ попередні;;;;;;;;;
ZNO22153858;15.02.2022;OT153-ELQ0561A4A-14400 HBI;138;пластикові піддони!!!;;;;;;;;;
BUF22975859;15.02.2022;0,14x975x925 G/C USK;20500;;;;;;;;;;
BUF22975860;15.02.2022;0,14x975x925 W/K USK;18000;;;;;;;;;;
BUF22918861;15.02.2022;0,14x918x925 G/C;10000;;;;;;;;;;
BUF22070862;16.02.2022;OT070-ELQ7013A9A ;25000;;;;;;;;;;
VIL22062863;16.02.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
VIL22062864;16.02.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
ZNO22153865;16.02.2022;OT153-ELQ1542A3A USK;4200;рулон 5500кг;;;;;;;;;
BIL22920866;17.02.2022;0,16x920x778 BLANK;50000;;;;;;;;;;
ZNO22070867;17.02.2022;OT070-ELQ7013A11A;7000;;;;;;;;;;
DEV22070868;17.02.2022;OT070-ELQ7033A2A  TH580;30000;;;;;;;;;;
BIL22860869;21.02.2022;0,18x860x873  BLANK;30000;;;;;;;;;;
BUF22913870;21.02.2022;0,14x913x766 ALU/C;40000;;;;;;;;;;
BUF22913871;21.02.2022;0,14x913x766 21E;20000;;;;;;;;;;
BUF22942872;21.02.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
BIL22896873;21.02.2022;0,17x896x795 BLANK;30000;;;;;;;;;;
BUF22070874;21.02.2022;OT070-ELQ7013A9A ;25000;;;;;;;;;;
BUF22099875;22.02.2022;OT99-921XQ 0,20 A55B05 ;11000;;;;;;;;;;
DEV22070876;22.02.2022;OT070-ELQ7022A6A ;25000;;;;;;;;;;
DEV22070877;22.02.2022;OT070-ELQ7033A2A  TH580;10000;;;;;;;;;;
ZNO22153878;23.02.2022;OT153-W18B35 USK;10000;;;;;;;;;;
ZNO22153879;23.02.2022;OT153-W18U23 USK;3400;перевернути рулон;;;;;;;;;
ZNO22153880;23.02.2022;OT153-ELQ1554A0A USK;8000;;;;;;;;;;
ZNO22153881;23.02.2022;OT153-ELQ0561A2A HBI;5000;;;;;;;;;;
VIL22062882;23.02.2022;OT62-ELQ6216A2A  USK ver3;25000;;;;;;;;;;
BIL22896883;24.02.2022;0,17x896x795 BLANK;55000;;;;;;;;;;
ARP22153884;24.02.2022;OT153-ELQ1554A0A ERD;858;;;;;;;;;;
BUF22913885;24.02.2022;0,14x913x766 ALU/C;20000;;;;;;;;;;
VIL22062886;24.02.2022;OT62-ELQ6216A2A  USK ver3;35000;;;;;;;;;;
BUF22096887;01.03.2022;OT96 Alu/C HBI auto;20000;;;;;;;;;;
BIL22896888;01.03.2022;0,18x896x795 BLANK;30000;;;;;;;;;;
ZNO22153889;02.03.2022;OT153-ELQ0561A2A HBI;5000;;;;;;;;;;
BIL22896890;02.03.2022;0,18x896x795 BLANK;20000;;;;;;;;;;
BIL22096891;04.03.2022;OT96 0,20  ALU/G 50/28;25000;;;;;;;;;;
BUF22920892;04.03.2022;0,16x920x778 Alu/C;35000;;;;;;;;;;
ZNO22153893;07.03.2022;OT153-ELQ0561A2A HBI;16000;;;;;;;;;;
VIL22062894;08.03.2022;OT62-ELQ6216A2A ver2;14000;;;;;;;;;;
BIL22099895;08.03.2022;OT99-921XQ 0,20 ALU/G;30000;;;;;;;;;;
BUF22070896;09.03.2022;OT070-ELQ7013A9A ;20000;;;;;;;;;;
DEV22070897;10.03.2022;OT070-ELQ7033A2A  TH580;20000;;;;;;;;;;
VIL22062898;10.03.2022;OT62-ELQ6216A2A  USK ver3;600;;;;;;;;;;
BUF22975899;11.03.2022;0,14x975x925 G/C;4000;;;;;;;;;;
BUF22908900;11.03.2022;0,20x908x1112 21EK05;8000;;;;;;;;;;
BUF22877901;11.03.2022;0,18x877x1066 W/G;15000;;;;;;;;;;
BIL22096902;14.03.2022;OT96 0,20  ALU/G 28/28;20000;;;;;;;;;;
BUF22070903;14.03.2022;OT070-ELQ7013A9A ;30000;;;;;;;;;;
BUF22070904;15.03.2022;OT070-ELQ7013A9A ;20000;;;;;;;;;;
BIL22860905;15.03.2022;0,18x860x942 BLANK;19000;;;;;;;;;;
BIL22896906;16.03.2022;0,17x896x795 Alu/G;62000;;;;;;;;;;
BIL22808907;16.03.2022;OT96 0,20  ALU/G 28/28;20000;;;;;;;;;;
BIL22808908;21.03.2022;OT96 0,20  ALU/G 28/28 ручна;4000;;;;;;;;;;
VIL22062909;22.03.2022;OT62-ELQ6216A2A тест 0,17*959;20000;;;;;;;;;;
DNZ22096910;24.03.2022;OT96 0,21  alu/g 28/28 ;30000;;;;;;;;;;
BIL22096911;25.03.2022;OT96 0,20  alu/g 28/28 11064;5609;;;;;;;;;;
BIL22896912;25.03.2022;0,17x896x795 Alu/G;43000;;;;;;;;;;
DNZ22099913;25.03.2022;OT99 0,20  alu/g TS275;8000;;;;;;;;;;
BUF22942914;25.03.2022;0,16x942x790 ALU/С;20000;;;;;;;;;;
ZNO22153915;28.03.2022;OT153-ELQ1554A0A ERD;7000;;;;;;;;;;
ZNO22153916;28.03.2022;OT153-ELQ0561A2A HBI;7000;;;;;;;;;;
BUF22942917;28.03.2022;0,16x942x790 ALU/С;20000;;;;;;;;;;
BIL22895918;28.03.2022;0,19x895x907 Alu/G;30000;;;;;;;;;;
VIL22062919;29.03.2022;OT62-ELQ6216A2A тест 0,17*959;20000;;;;;;;;;;
VIL22062920;29.03.2022;OT62-ELQ6216A2A тест 0,17*959;40000;;;;;;;;;;
BUF22942921;30.03.2022;0,16x942x790 ALU/С;20000;;;;;;;;;;
BIL22860922;30.03.2022;0,18x860x942 BLANK;24000;;;;;;;;;;
BUF22975923;01.04.2022;0,14x975x925 G/C USK;18000;;;;;;;;;;
BIL22860924;04.04.2022;0,18x860x942 BLANK;16000;;;;;;;;;;
BUF22913925;04.04.2022;0,14x913x766 21E;20000;;;;;;;;;;
BUF22099926;04.04.2022;OT99-921XQ 0,20 A55B05 ;12000;;;;;;;;;;
BUF22070927;04.04.2022;OT070-ELQ7022A5A 21Е;19000;;;;;;;;;;
BIL22922928;04.04.2022;0,17x922x868 HBI TH550 BLANK;30000;;;;;;;;;;
VIL22062929;05.04.2022;OT62-ELQ6216A2A  HAN;22000;;;;;;;;;;
WEI22153930;05.04.2022;OT153-ELQ1542A3A USK;20000;;;;;;;;;;
BUF22942931;05.04.2022;0,16x942x790 ALU/С;20000;;;;;;;;;;
BIL22099932;06.04.2022;OT99 0,20  alu/g CHINA;1216;;;;;;;;;;
BIL22860933;06.04.2022;0,18x860x873 Alu/G;30000;;;;;;;;;;
DNZ22096934;06.04.2022;OT96 0,21  alu/g 28/28 ;10000;;;;;;;;;;
DNZ22096935;06.04.2022;OT96 0,20  alu/g ARK;20000;;;;;;;;;;
DNZ22099936;06.04.2022;OT99-921XQ 0,22 ALU/G TS275 ARK;10000;;;;;;;;;;
BUF22954937 TEST ;07.04.2022;0,16x942x790 ALU/С;100;;;;;;;;;;
BUF22942938;07.04.2022;0,16x942x790 ALU/С;45000;;;;;;;;;;
BIL22099939;11.04.2022;OT99 0,19 alu/g ERD;10000;;;;;;;;;;
VIL22062940;11.04.2022;OT62-ELQ6216A2A  USK ver3;40000;;;;;;;;;;
BUF22913941;12.04.2022;0,14x913x766 USK 21E;22000;;;;;;;;;;
BUF22913942;12.04.2022;0,14x913x766 USK A08;20000;;;;;;;;;;
BUF22975943;12.04.2022;0,14x975x925 G/C USK;8000;;;;;;;;;;
BUF22908944;12.04.2022;0,20x908x1112 Alu/G;15000;;;;;;;;;;
BUF22840945;12.04.2022;0,17x840x942 Alu/C;26000;;;;;;;;;;
BUF22838946;12.04.2022;0,17x838x942 ALU/С;9000;;;;;;;;;;
BIL22860947;13.04.2022;0,18x860x942 BLANK;40000;;;;;;;;;;
BUF22975948;13.04.2022;0,14x975x925 G/C USK;20000;;;;;;;;;;
DNZ22096949;14.04.2022;OT96 0,20  alu/g ARK;17000;;;;;;;;;;
DNZ22096950;14.04.2022;OT99-921XQ 0,22 ALU/G TS275 ARK;17000;;;;;;;;;;
BIL22099951;14.04.2022;OT99 0,19 alu/g HBI;10000;;;;;;;;;;
BUF22099952;14.04.2022;OT99-921XQ 0,20 A55B05 ;30000;;;;;;;;;;
VIL22062953;14.04.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
ZNO22153954;18.04.2022;OT153-ELQ0561A2A HBI;7000;;;;;;;;;;
ZNO22153955;18.04.2022;OT153-ELQ1554A0A USK;7000;;;;;;;;;;
ZNO22153956;18.04.2022;OT153-ELQ0561A2A-W18B55 ARI;17000;;;;;;;;;;
BIL22895957;18.04.2022;0,19x895x907 Alu/G;15000;HFI;;;;;;;;;
ZNO22153958;18.04.2022;OT153-ELQ1554A0A-20EB05 ARI;8000;;;;;;;;;;
BUF22942959;18.04.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BIL22895960;19.04.2022;0,19x895x907 Alu/G;17000;;;;;;;;;;
UTS22894961;19.04.2022;Жерсть 0,17*806*773 W/G;3000;;;;;;;;;;
UTS22806962;19.04.2022;Жерсть 0,17*894*795 W/G х;2000;;;;;;;;;;
BIL22860963;19.04.2022;0,18x860x873 Alu/G;30000;;;;;;;;;;
BUF22913964;19.04.2022;0,14x913x766 USK A08;20000;;;;;;;;;;
BUF22913965;20.04.2022;0,14x913x766 ALU/C;20000;;;;;;;;;;
BUF22975966;20.04.2022;0,14x975x925 G/C USK;17000;;;;;;;;;;
BUF22838967;20.04.2022;0,17x838x942 ALU/С;13000;;;;;;;;;;
BUF22942968;20.04.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BUF22096969;21.04.2022;OT96 Alu/C HBI auto;20000;;;;;;;;;;
BUF22096970;21.04.2022;OT96 Alu/C HBI auto;20000;;;;;;;;;;
BIL22096971;21.04.2022;OT96 0,20  alu/g 28/28 11064;12000;;;;;;;;;;
BIL22860972;22.04.2022;0,18x860x942 BLANK ZZY;34000;;;;;;;;;;
VIL22062973;26.04.2022;OT62-ELQ6216A2A  USK ver3;40000;;;;;;;;;;
DEV22070974;26.04.2022;OT070-ELQ7022A5A 21Е;10000;;;;;;;;;;
DEV22070975;26.04.2022;OT070-ELQ7033A2A ERD test;8000;;;;;;;;;;
DEV22070976;26.04.2022;OT070-ELQ7033A2A HAN test;8000;;;;;;;;;;
BIL22922977;26.04.2022;0,17x922x868 HBI TH550 BLANK;17000;якщо є HFI;;;;;;;;;
BIL22922978;26.04.2022;0,17x922x868 HAN TH580 BLANK;17000;;;;;;;;;;
BUF22942979;27.04.2022;0,16x942x790 W/G;11900;;;;;;;;;;
ZNO22153980;27.04.2022;OT153-ELQ0561A2A USK;20000;;;;;;;;;;
DNZ22096981;27.04.2022;OT96 0,20  alu/g ERD;22000;;;;;;;;;;
DNZ22096982;27.04.2022;OT96 0,20  alu/g ERD;22000;;;;;;;;;;
BIL22096983;28.04.2022;OT96 0,20  alu/g 28/28 11064;10000;;;;;;;;;;
BIL22096984;28.04.2022;OT96 0,22  alu/g New for BIL;20000;;;;;;;;;;
BIL22099985;28.04.2022;OT99 0,22  alu/g New for BIL;20000;;;;;;;;;;
BUF22975986;29.04.2022;0,14x975x925 G/C USK;30000;;;;;;;;;;
WEI22153987;02.05.2022;OT153-ELQ1542A3A USK;15000;;;;;;;;;;
BUF22942988;02.05.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF22913989;02.05.2022;0,14x913x766 ALU/C;40000;;;;;;;;;;
BUF22913990;02.05.2022;0,14x913x766 ALU/C;15000;;;;;;;;;;
BUF22975991;03.05.2022;0,14x975x925 G/C USK;30000;;;;;;;;;;
BIL22099992;03.05.2022;OT99 ALU/G 0,19 USK;10000;;;;;;;;;;
BIL22922993;04.05.2022;0,17x922x868 ERD TH580 BLANK;23000;;;;;;;;;;
BIL22922994;04.05.2022;0,17x922x868 HBI TH580 BLANK;20000;;;;;;;;;;
VAJ22062995;04.05.2022;OT62-ELQ6216A2A  USK ver3;40000;;;;;;;;;;
VIL22062996;05.05.2022;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
ZNO22153997;05.05.2022;OT153-ELQ1554A0A USK;15000;;;;;;;;;;
ZNO22153998;05.05.2022;OT153-ELQ0561A2A HBI;5000;;;;;;;;;;
BIL22096999;05.05.2022;OT96 0,22  alu/g New for BIL;27000;;;;;;;;;;
DNZ22096001;05.05.2022;OT96 0,22  alu/g ARS;19000;;;;;;;;;;
BIL22099002;05.05.2022;OT99 0,22  alu/g New for BIL;30000;;;;;;;;;;
BIL22808003;09.05.2022;0,20x808x908 HBI BLANK;11000;;;;;;;;;;
UTS22922004;09.05.2022;0,17x922x868 W/G;1900;;;;;;;;;;
UTS22920005;09.05.2022;0,16x920x778 W/G;1500;;;;;;;;;;
UTS22700006;09.05.2022;0,22x700x694 W/G;1600;;;;;;;;;;
UTS22866007;09.05.2022;0,22х866х700 W/G;1500;;;;;;;;;;
BIL22070008;09.05.2022;OT070-ELQ7040A0A ERD;10500;;;;;;;;;;
ZNO22153009;09.05.2022;OT153-ELQ0561A2A USK;12500;;;;;;;;;;
ZNO22153010;09.05.2022;OT153-ELQ1554A0A USK;12500;;;;;;;;;;
BUF22975011;10.05.2022;0,14x975x925 G/C USK;20000;;;;;;;;;;
BUF22942012;10.05.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BIL22896013;10.05.2022;0,18x896x795 BLANK;30000;;;;;;;;;;
BIL22896014;10.05.2022;0,18x896x795 BLANK;30000;;;;;;;;;;
BUF22070015;11.05.2022;OT070-ELQ7013A9A ;40000;;;;;;;;;;
VIL22062016;11.05.2022;OT62-ELQ6216A2A  USK ver3;40000;;;;;;;;;;
WEI22153017;12.05.2022;OT153-ELQ1542A3A USK;16000;;;;;;;;;;
ZNO22153018;12.05.2022;OT153-ELQ0561A2A USK;20000;;;;;;;;;;
DEV22070019;13.05.2022;OT070-ELQ7022A6A ;27000;;;;;;;;;;
BIL22922020;16.05.2022;0,17x922x868 HBI TH580 BLANK;7000;;;;;;;;;;
BUF22975021;16.05.2022;0,14x975x925 G/C USK;30000;;;;;;;;;;
BUF22918022;16.05.2022;0,14x918x925 G/C;20000;НЕ більше;;;;;;;;;
BUF22913023;16.05.2022;0,14x913x766 21E;21000;;;;;;;;;;
BIL22959024;17.05.2022;0,17x959x901 BLANK;25000;;;;;;;;;;
DNZ22096020;17.05.2022;OT96 0,22  alu/g ARS;32000;;;;;;;;;;
DNZ22096021;17.05.2022;OT96 0,20  alu/g ARK;5000;;;;;;;;;;
UTS22922022;17.05.2022;0,17x922x868 W/G;6000;;;;;;;;;;
UTS22700023;17.05.2022;0,22x700x694 W/G;3200;;;;;;;;;;
BUF22942025;18.05.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
DEV22099026;18.05.2022;OT99-ELQ9999A0A ARP;30000;;;;;;;;;;
ZNO22153027;18.05.2022;OT153-ELQ0561A2A HBI;16000;;;;;;;;;;
ZNO22153028;18.05.2022;OT153-ELQ0561A2A USK;16000;;;;;;;;;;
DEV22099029;18.05.2022;OT99-ELQ9999A0A_N/A;1500;;;;;;;;;;
VAJ22096030;19.05.2022;OT96 Alu/G Vaja (auto);12000;;;;;;;;;;
BUF22918031;19.05.2022;0,14x918x925 G/C;18000;;;;;;;;;;
BUF22840032;20.05.2022;0,17x840x942 Alu/C;8000;;;;;;;;;;
BUF22913033;20.05.2022;0,14x913x766 ALU/C;30000;;;;;;;;;;
BIL22896034;20.05.2022;0,18x896x795 BLANK;36000;;;;;;;;;;
BIL22896035;20.05.2022;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL22896036;20.05.2022;0,17x896x795 BLANK;50000;;;;;;;;;;
ZNO22950037;23.05.2022;OT153-ELQ0561A2A HBI;20000;;;;;;;;;;
BUF22836032;23.05.2022;0,17x836x942 Alu/C;40000;;;;;;;;;;
BUF22975033;23.05.2022;0,14x975x925 IMP G/C;20000;;;;;;;;;;
VIL22062034;24.05.2022;OT62-ELQ6216A2A ver2;30000;;;;;;;;;;
VIL22062035;24.05.2022;OT62-ELQ6216A2A ver2;30000;;;;;;;;;;
BUF22070036;25.05.2022;OT070-ELQ7013A9A ;22000;;;;;;;;;;
BIL22922038;25.05.2022;0,17x922x868 HBI TH580 BLANK;10000;;;;;;;;;;
BIL22896039;25.05.2022;0,17x896x795 BLANK;23000;;;;;;;;;;
BUF22942040;26.05.2022;0,16x942x790 ALU/С;40000;;;;;;;;;;
BUF22975041;26.05.2022;0,14x975x925 IMP G/C;20000;всі пачки!;;;;;;;;;
BUF22975042;26.05.2022;0,14x975x925 IMP G/C;20000;;;;;;;;;;
BIL22896043;26.05.2022;0,17x896x795 BLANK;50000;;;;;;;;;;
BIL22908044;26.05.2022;0,20x908x1112 BLANK;12000;;;;;;;;;;
BIL22877045;26.05.2022;0,18x877x1066 BLANK;8000;;;;;;;;;;
DNZ22096046;27.05.2022;OT96 0,20  alu/g ARK;40000;;;;;;;;;;
DNZ22096047;27.05.2022;OT96 0,20  alu/g ARK;20000;;;;;;;;;;
UTS22700048;27.05.2022;0,22x700x694 W/G;1600;;;;;;;;;;
UTS22866049;27.05.2022;0,22х866х700 W/G;2800;;;;;;;;;;
UTS22922050;27.05.2022;0,17x922x868 W/G;2835;;;;;;;;;;
BUF22913051;30.05.2022;0,14x913x766 21E;11000;;;;;;;;;;
BUF22913052;30.05.2022;0,14x913x766 USK A08;30000;;;;;;;;;;
BIL22913053;30.05.2022;0,14x913x766 BLANK;16000;;;;;;;;;;
BUF22942054;30.05.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
UTS22954055;30.05.2022;0,17x954x848 W/G;2419;;;;;;;;;;
UTS22954056;30.05.2022;0,17x954x848 W/G;1000;;;;;;;;;;
BUF22942057;06.06.2022;0,16x942x790 ALU/С;30000;;;;;;;;;;
WEI22153058;31.05.2022;OT153-ELQ1542A3A USK;10000;;;;;;;;;;
ZNO22153059;31.05.2022;OT153-ELQ1554A0A USK;30000;;;;;;;;;;
BUF22975060;01.06.2022;0,14x975x925 G/C USK;6000;;;;;;;;;;
BUF22975061;01.06.2022;0,14x975x925 W/K USK;10000;не менше!;;;;;;;;;
BIL22860062;01.06.2022;0,18x860x942 BLANK ERD;19000;;;;;;;;;;
